Property,m1,Result
Property_1,0,0
Property_1,1,0
Property_1,2,0
Property_1,3,0
Property_1,4,4
Property_1,5,4
Property_1,6,4
Property_1,7,4
Property_1,8,7.64079782412
Property_1,9,7.64079782412
Property_1,10,7.64079782412
Property_1,11,7.64079782412
Property_1,12,11.2815956482
Property_1,13,11.2815956482
Property_1,14,11.2815956482
Property_1,15,11.2815956482
Property_1,16,14.9223934723
Property_1,17,14.9223934723
Property_1,18,14.9223934723
Property_1,19,14.9223934723
Property_1,20,18.626236375
Property_1,21,18.626236375
Property_1,22,18.626236375
Property_1,23,18.626236375
Property_1,24,24.6958079799
Property_1,25,24.6958079799
Property_1,26,24.6958079799
Property_1,27,24.6958079799
Property_1,28,31.5064587813
Property_1,29,31.5064587813
Property_1,30,31.5064587813
Property_1,31,31.5064587813
Property_1,32,33.3535747759
Property_1,33,33.3535747759
Property_1,34,33.3535747759
Property_1,35,33.3535747759
Property_1,36,34.4743728651
Property_1,37,34.4743728651
Property_1,38,34.4743728651
Property_1,39,34.4743728651
Property_1,40,34.8145922184
Property_1,41,34.8145922184
Property_1,42,34.8145922184
Property_1,43,34.8145922184
Property_1,44,35.3546752239
Property_1,45,35.3546752239
Property_1,46,35.3546752239
Property_1,47,35.3546752239
Property_1,48,35.7561759249
Property_1,49,35.7561759249
Property_1,50,35.7561759249
Property_1,51,35.7561759249
Property_1,52,36.0516951606
Property_1,53,36.0516951606
Property_1,54,36.0516951606
Property_1,55,36.0516951606
Property_1,56,36.3089551128
Property_1,57,36.3089551128
Property_1,58,36.3089551128
Property_1,59,36.3089551128
Property_1,60,36.501228369
Property_1,61,36.501228369
Property_1,62,36.501228369
Property_1,63,36.501228369
Property_1,64,36.6691283817
Property_1,65,36.6691283817
Property_1,66,36.6691283817
Property_1,67,36.6691283817
Property_1,68,36.794683236
Property_1,69,36.794683236
Property_1,70,36.794683236
Property_1,71,36.794683236
Property_1,72,36.9043352405
Property_1,73,36.9043352405
Property_1,74,36.9043352405
Property_1,75,36.9043352405
Property_1,76,36.9863341703
Property_1,77,36.9863341703
Property_1,78,36.9863341703
Property_1,79,36.9863341703
Property_1,80,37.0579473843
